🇨🇳央视,#genre#
CCTV3-综艺频道,https://cntv.sbs/tv?auth=2309081833&id=cctv3
CCTV3-综艺频道,https://angtv.cn/test/bestv.php?id=cctv38m/8000000
CCTV4-中文国际,http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw3805527088_-1274597418/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120×tamp=20230208130309&ContentId=265667639&timezone=UTC&mtv_session=2dd2ab7bfb6b74ffa7cc9e8d7b6e5ed2&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d34ff8f1c5a38b07fa8b2d3d15e755a2
CCTV4-中文国际,http://hms164nc1972679573.live.aikan.miguvideo.com/wh7f454c46tw1299610627_3760310/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009112539&ContentId=265667639&timezone=UTC&mtv_session=82a8620d9c5f1ceb7edd66db2cb0a708&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7f5924448b476583b7165909876ff574
CCTV4-中文国际,http://hms244nc1972679581.live.aikan.miguvideo.com/wh7f454c46tw2168089571_729979938/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.150.234.219×tamp=20220903044441&ContentId=265667639&timezone=UTC&mtv_session=c96ce18c688885de47a3efcd50b4d291&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=080c4d06aa5dc2b2e7ddd2eb911507b2
CCTV4-中文国际,https://cntv.sbs/tv?auth=2309081833&id=cctv4
CCTV4-中文国际,https://angtv.cn/test/bestv.php?id=cctv4hd8m/8000000
CCTV4-欧洲,http://hms304nc1972679586.live.aikan.miguvideo.com/wh7f454c46tw1798072077_1881739463/migu/kailu/20200324/cctv4ouhd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=125.65.42.193×tamp=20230426160611&ContentId=265667313&timezone=UTC&mtv_session=a1f0d3ea23dedcfb57026533e0f9fba7&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=205e99763af1a2e155df364630a7b05a
CCTV4-美国,http://hms344nc1972679590.live.aikan.miguvideo.com/wh7f454c46tw2087320283_-876815993/migu/kailu/20200324/cctv4meihd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=125.65.42.193×tamp=20230426161100&ContentId=265667335&timezone=UTC&mtv_session=9de016f966bff8e72afcd5fccab460fe&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=79b8d51a3105d0beb31ae1f6db95827e
CCTV5-体育频道,http://hms304nc1972679586.live.aikan.miguvideo.com/wh7f454c46tw3939139141_-877857276/wd_r2/cctv/cctv5hdnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120×tamp=20230208130523&ContentId=265667565&timezone=UTC&mtv_session=e95834282573288096f63eab8a028447&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12a070f46793605fdbff0e1132d2d0d8
CCTV5-体育频道,http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2239780000_-194016373/wd_r2/cctv/cctv5hdnew/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.150.250.74×tamp=20220904043732&ContentId=265667565&timezone=UTC&mtv_session=4ea2fb4d32f4015e8915e1b846516709&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=776269b5e2338c625fc193d081d70b56
CCTV5-体育频道,https://cntv.sbs/tv?auth=2309081833&id=cctv5
CCTV5-体育频道,http://cfss.cc/ds/sxyh.php?id=cctv5hd&Cf.m3u8
CCTV5+体育赛事,http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw4035956330_-1197773273/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120×tamp=20230208130700&ContentId=265106763&timezone=UTC&mtv_session=b1d7170ccd660150baa2e9435d787064&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=dfe2cfbc447ddc224a226f33be3d0f39
CCTV5+体育赛事,http://hms104nc1972679567.live.aikan.miguvideo.com/wh7f454c46tw1362635896_1137920343/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009112642&ContentId=265106763&timezone=UTC&mtv_session=f345910ef7bec9a624326db376a8635a&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8cd67c9371949524de4a2d82599c3764
CCTV5+体育赛事,https://cntv.sbs/tv?auth=2309081833&id=cctv5p
CCTV5+体育赛事,https://angtv.cn/test/bestv.php?id=cctv5hd8m/8000000
CCTV6-电影频道,http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2025729208_-189538202/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3×tamp=20230115084415&ContentId=265667482&timezone=UTC&mtv_session=0ac4193cdf07336c58fe3cdb4aac34a4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=158f70fd4d75270c1810f0c735e78e18
CCTV6-电影频道,http://hms84nc1972679564.live.aikan.miguvideo.com/wh7f454c46tw1384179642_271896890/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009112703&ContentId=265667482&timezone=UTC&mtv_session=24549f45abfaacc46011b44f3773f572&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b3ff1ce0e108eb13a1711c3bbb46c453
CCTV6-电影频道,https://cntv.sbs/tv?auth=2309081833&id=cctv6
CCTV6-电影频道,https://angtv.cn/test/bestv.php?id=cctv6hd8m/8000000
CCTV7-国防军事,http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw4211155753_-1040212167/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120×tamp=20230208130955&ContentId=265667268&timezone=UTC&mtv_session=f4a3cbeaf77fa614aed3843cb206bc06&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38b55b6566aab32075f6169e2d955603
CCTV7-国防军事,http://hms444nc1972679600.live.aikan.miguvideo.com/wh7f454c46tw1414534689_1671627527/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009112734&ContentId=265667268&timezone=UTC&mtv_session=8ff43e427cedce0cfc74e833229b237c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=031c82d5638aef3822f6e4d313d0fac7
CCTV7-国防军事,https://cntv.sbs/tv?auth=2309081833&id=cctv7
CCTV7-国防军事,https://angtv.cn/test/bestv.php?id=cctv7hd8m/8000000
CCTV8-电视剧,http://hms84nc1972679564.live.aikan.miguvideo.com/wh7f454c46tw2243817462_1836799824/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3×tamp=20230115084753&ContentId=265667466&timezone=UTC&mtv_session=077374df50cdebf0ab55b2ec30d2f01a&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8b9b358180e9e344fe45e67912ce6985
CCTV8-电视剧,http://hms304nc1972679587.live.aikan.miguvideo.com/wh7f454c46tw1432739398_-2019990967/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009112752&ContentId=265667466&timezone=UTC&mtv_session=30ab8869f6e0379896dff2324bea88f4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=64c50dead9570ee35e2d0bad5077e962
CCTV8-电视剧,https://cntv.sbs/tv?auth=2309081833&id=cctv8
CCTV8-电视剧,https://angtv.cn/test/bestv.php?id=cctv8hd8m/8000000
CCTV9-记录频道,http://hms444nc1972679601.live.aikan.miguvideo.com/wh7f454c46tw4260577431_-1084507862/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120×tamp=20230208131044&ContentId=265667202&timezone=UTC&mtv_session=9444a4df4cb7524a1ec85c4d44200abc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=efdbccd2a72ff1ba2eabbf08f475f7c6
CCTV9-记录频道,http://hms444nc1972679601.live.aikan.miguvideo.com/wh7f454c46tw1538833770_-1896427682/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009112938&ContentId=265667202&timezone=UTC&mtv_session=7af78d31573a4e81f99b6ec49aaa0067&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9c916acd76b6891a3638a6ae5eeafde4
CCTV9-记录频道,https://cntv.sbs/tv?auth=2309081833&id=cctv9
CCTV9-记录频道,https://angtv.cn/test/bestv.php?id=cctv9hd8m/8000000
CCTV10-科教频道,http://hms424nc1972679599.live.aikan.miguvideo.com/wh7f454c46tw2383135402_1265174830/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3×tamp=20230115085013&ContentId=265667631&timezone=UTC&mtv_session=451a79654bec6f8926b5017302146772&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e74690616e29be77ff1a1992b303b861
CCTV10-科教频道,http://hms424nc1972679599.live.aikan.miguvideo.com/wh7f454c46tw1518623647_1494711078/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009112918&ContentId=265667631&timezone=UTC&mtv_session=c6a1456c71df27ccbfc38971ff8e0127&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=928689e9c77f004aa8f3318b936f18cb
CCTV10-科教频道,https://cntv.sbs/tv?auth=2309081833&id=cctv10
CCTV10-科教频道,https://angtv.cn/test/bestv.php?id=cctv10hd8m/8000000
CCTV11-戏曲频道,http://175.13.226.6:8888/udp/239.76.252.251:9000
CCTV11-戏曲频道,https://cntv.sbs/tv?auth=2309081833&id=cctv11
CCTV11-戏曲频道,https://angtv.cn/test/bestv.php?id=cctv11hd8m/8000000
CCTV11-戏曲频道,#EXTINF:-1tvg-id="CCTV12" tvg-name="CCTV12" tvg-logo="https://epg.112114.xyz/logo/CCTV12.png" group-title="央视"CCTV12-社会与法
CCTV12-社会与法,http://hms204nc1972679576.live.aikan.miguvideo.com/wh7f454c46tw1762671442_-907098700/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009113322&ContentId=265667607&timezone=UTC&mtv_session=98268c476fbe9d3eb4044eeda6446d3a&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b562e9bb675dd74b385f1d853ae39987
CCTV12-社会与法,https://cntv.sbs/tv?auth=2309081833&id=cctv12
CCTV12-社会与法,https://angtv.cn/test/bestv.php?id=cctv12hd8m/8000000
CCTV13-新闻频道 ,http://hms184nc1972679575.live.aikan.miguvideo.com/wh7f454c46tw946205927_-649996709/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120×tamp=20230208132705&ContentId=265667474&timezone=UTC&mtv_session=36bf599c0c4bc785fd46aaf0ba40ffe7&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=91a8a1c4652526079a5b0e294d5bc18d
CCTV13-新闻频道 ,http://hms64nc1972679562.live.aikan.miguvideo.com/wh7f454c46tw2195317529_-579053317/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.150.223.57×tamp=20220901001530&ContentId=265667474&timezone=UTC&mtv_session=0a6fb44407e1ad9b042cc6a8253a8103&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8795adf8ba9ef3562857b27afe6b9819
CCTV13-新闻频道,https://cntv.sbs/tv?auth=2309081833&id=cctv13
CCTV13-新闻频道,https://angtv.cn/test/bestv.php?id=cctv13xwhd8m/8000000
CCTV14-少儿频道,http://hms344nc1972679590.live.aikan.miguvideo.com/wh7f454c46tw1297666621_-728046298/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88×tamp=20230311020446&ContentId=265667325&timezone=UTC&mtv_session=ad6cfd6b6dabe31801ca54a4c87f1bac&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2757ab80a8dee98edfcfd1ee767a17b8
CCTV14-少儿频道 ,http://hms504nc1972679606.live.aikan.miguvideo.com/wh7f454c46tw1800158879_-60563745/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009113359&ContentId=265667325&timezone=UTC&mtv_session=019be53130578693760242ed5e082ca3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f5e59fa09bd9fa9faeff21454669d1f0
CCTV14-少儿频道 ,https://cntv.sbs/tv?auth=2309081833&id=cctv14
CCTV14-少儿频道 ,https://angtv.cn/test/bestv.php?id=cctvsehd8m/8000000
CCTV15-音乐频道,http://hms504nc1972679606.live.aikan.miguvideo.com/wh7f454c46tw1387986390_1468621622/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88×tamp=20230311020617&ContentId=265667535&timezone=UTC&mtv_session=e1254803553b7cace3a119612bf266d8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7ba98a3a39d853487109bebe5ed31c43
CCTV15-音乐频道,http://hms364nc1972679593.live.aikan.miguvideo.com/wh7f454c46tw1817078494_-1321986038/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009113416&ContentId=265667535&timezone=UTC&mtv_session=d267e07f03a2a3c03145a8e1b5e12fb5&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=94374b5eefceb85a2faf9d06c99d6c34
CCTV15-音乐频道,https://cntv.sbs/tv?auth=2309081833&id=cctv15
CCTV15-音乐频道,https://angtv.cn/test/bestv.php?id=cctv15hd8m/8000000
CCTV16,http://175.13.226.6:8888/udp/239.76.247.200:1234
CCTV16,https://cntv.sbs/tv?auth=2309081833&id=cctv16
CCTV16,https://angtv.cn/test/bestv.php?id=cctv16hd8m/8000000
CCTV16 4K,http://175.13.226.6:8888/udp/239.76.247.200:1234
CCTV16 4K,https://cntv.sbs/tv?auth=2309081833&id=cctv164k
CCTV-4K,https://cntv.sbs/tv?auth=2309081833&id=cctv4k
CCTV17-农村频道,http://hms224nc1972679578.live.aikan.miguvideo.com/wh7f454c46tw1594433061_461954091/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120×tamp=20230208133753&ContentId=265667526&timezone=UTC&mtv_session=2ab00b83c917e8ba1b1bb082711b8b77&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4c04c5308e4761e3cc4b36134b05b864
CCTV17-农村频道,http://hms404nc1972679597.live.aikan.miguvideo.com/wh7f454c46tw1903277306_677794184/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009113542&ContentId=265667526&timezone=UTC&mtv_session=cc2a96cc5a0c7e3e215456d53b754cff&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8da7d0449c01a53371a6f67c9d22e58b
CCTV17-农村频道,https://cntv.sbs/tv?auth=2309081833&id=cctv17
CCTV17-农村频道,https://angtv.cn/test/bestv.php?id=cctv17hd8m/8000000
CGTN,https://cntv.sbs/tv?auth=2309081833&id=cgtn
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
CGTN西班牙语 FHD,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1587345813_482110171/envivo_v/2018/SD/cctv/xibanya/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250×tamp=20230816073737&ContentId=265218872&timezone=UTC&mtv_session=77cb0a926d2b93c105e811549cf499b3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=03d4607d5c9bfb5d66f170535cb3fbba
CGTN阿拉伯语 FHD,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1587628749_-159090613/envivo_v/SD/cctv/alabo/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250×tamp=20230816073737&ContentId=265219154&timezone=UTC&mtv_session=d15843f3acb2d100ab402ea7a89e39ca&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=440162df6b440ca2fd096a0c18261118
中国教育-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
中国教育-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
中国教育-4 ,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
中国教育-4 ,https://live.goodiptv.club/api/bestv.php?id=zgjy4hd8m/8000000
TVBRICS中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
TVBRICS 英文,http://brics.bonus-tv.ru/cdn/brics/english/tracks-v1a1/index.m3u8
外国音乐,http://51.210.199.19/hls/stream.m3u8
1950电影,http://img.ye23.win/s.php?u=10DPD19C

🇨🇳卫视,#genre#
北京卫视,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1588200355_-2136083744/ws_w/bjws/bjws3000/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250×tamp=20230816073738&ContentId=265668911&timezone=UTC&mtv_session=923b33c07808007ff4b7b8554ab56cb9&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b3b910e2f08747b18ff03b13155e96cb
北京卫视,https://cntv.sbs/tv?auth=2309081833&id=bjws
北京卫视,http://220.231.188.200:8089/hls/33/index.m3u8
天津卫视,https://angtv.cn/test/bestv.php?id=tjwshd8m/8000000
天津卫视,http://220.231.188.200:8089/hls/39/index.m3u8
天津卫视,https://cntv.sbs/tv?auth=2309081833&id=tjws
重庆卫视 ,https://angtv.cn/test/bestv.php?id=cqws8m/8000000
重庆卫视,http://220.231.188.200:8089/hls/45/index.m3u8
重庆卫视,https://cntv.sbs/tv?auth=2309081833&id=cqws
东方卫视,http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw834921086_-1745167681/wd_r4/dfl/dongfangwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.150.223.57×tamp=20220831033555&ContentId=264104266&timezone=UTC&mtv_session=a6b41bb3b8962d5e86494be96581bdf4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=48c7ce4e4a539e610bed586eae522962
东方卫视,http://hms24nc1972679559.live.aikan.miguvideo.com/wh7f454c46tw173966980_-789896258/wd_r4/dfl/dongfangwshd/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88×tamp=20230311040912&ContentId=264104266&timezone=UTC&mtv_session=24cc67892b59a69adbdf38d8b03bf5aa&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=cf7dc812e7f979e48273d58eebc8ddc1
东方卫视,http://hms164nc1972679573.live.aikan.miguvideo.com/wh7f454c46tw2837774172_1386219884/wd_r4/dfl/dongfangwshd/1200/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009115117&ContentId=264104266&timezone=UTC&mtv_session=1a44d44ce09243c578ed82c3ca9908ff&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=643fcc0822268bc0a18107bd5f9f4633
东方卫视,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1588472879_1818144718/wd_r4/dfl/dongfangwshd/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250×tamp=20230816073738&ContentId=264104266&timezone=UTC&mtv_session=b92530997e9df844d8ff90071c412ce1&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d69348c370f40e3d50d3d87148478bee
东方卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1588763278_-766408077/wd_r4/dfl/dongfangwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250×tamp=20230816073738&ContentId=264104266&timezone=UTC&mtv_session=6b842c705e2cf7e9df14788ca8009ef5&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=36ed1abbb2ec038b2f2303e58aea07a1
东方卫视,https://cntv.sbs/tv?auth=2309081833&id=dfws
东方卫视,http://220.231.188.200:8089/hls/34/index.m3u8
江苏卫视,http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2248309591_-507602364/wd_r2/cctv/jiangsuhd/2500/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009114127&ContentId=264104188&timezone=UTC&mtv_session=24129a28f69556ab188fcb4032dff62c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=bf440de65751488c53b686e8c9b90884
江苏卫视,http://hms4nc1972679557.live.aikan.miguvideo.com/wh7f454c46tw3079200968_-1790388125/wd_r2/cctv/jiangsuhd/2500/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3×tamp=20230115090149&ContentId=264104188&timezone=UTC&mtv_session=9d098b0c0ab9a4ad6891836342bad5ad&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=5b4ed81ef7a1319e200963c792672695
江苏卫视,https://cntv.sbs/tv?auth=2309081833&id=jsws
江苏卫视,http://220.231.188.200:8089/hls/36/index.m3u8
浙江卫视,https://angtv.cn/test/bestv.php?id=zjwshd8m/8000000
浙江卫视,http://220.231.188.200:8089/hls/35/index.m3u8
浙江卫视,https://cntv.sbs/tv?auth=2309081833&id=zjws
江西卫视,https://angtv.cn/test/bestv.php?id=jxws8m/8000000
江西卫视,http://220.231.188.200:8089/hls/42/index.m3u8
江西卫视,https://cntv.sbs/tv?auth=2309081833&id=jxws
山东卫视,https://angtv.cn/test/bestv.php?id=sdws8m/8000000
山东卫视,http://220.231.188.200:8089/hls/47/index.m3u8
山东卫视,https://cntv.sbs/tv?auth=2309081833&id=sdws
安徽卫视,https://angtv.cn/test/bestv.php?id=ahws8m/8000000
安徽卫视,http://220.231.188.200:8089/hls/43/index.m3u8
安徽卫视,https://cntv.sbs/tv?auth=2309081833&id=ahws
东南卫视,https://angtv.cn/test/bestv.php?id=dnwshd8m/8000000
东南卫视,https://cntv.sbs/tv?auth=2309081833&id=dnws
东南卫视,#EXTINF:-1tvg-id="湖南卫视" tvg-name="湖南卫视" tvg-logo="https://epg.112114.xyz/logo/湖南卫视.png" group-title="卫视"湖南卫视
湖南卫视,http://220.231.188.200:8089/hls/37/index.m3u8
湖南卫视,https://angtv.cn/test/bestv.php?id=hunanwshd8m/8000000
湖南卫视,https://cntv.sbs/tv?auth=2309081833&id=hunws
